;model;lower;upper;medcouple
85;SM-G360M.csv;39.66115959463851;2133.896969072089;0.4814814814814815
86;AQT100.csv;89.42421291583875;3529.5302469632375;0.3357142857142857
87;STARXTREM 6.csv;-12.205086941982614;9388.815551711694;0.4651162790697675
88;VEGA-1.csv;30.0;30.0;1.0
89;SM-T310.csv;92.35155584499708;16702.362643629473;0.8499353169469598
90;K014.csv;110.00171022996723;1639.0555333908314;0.38728323699421957
91;H460.csv;-29.24488587587956;553.7454435507209;0.16
92;SM-G130M.csv;-3.776252165772675;67038.66722963171;0.9212328767123286
93;LG-F590L.csv;-69.30046529195786;640.8505480570689;0.16017316017316013
94;Pixel XL.csv;-104.4677294844515;3973.0522517272325;0.35810810810810817
95;LGL53BL.csv;-697.5756943511163;14110.544966521169;0.35172413793103446
96;Lenovo TB2-X30F.csv;-115.15810593588694;265.5765756159466;-0.08695652173913047
97;AM508.csv;67.53146126336563;26744.53744501722;0.7611940298507461
98;SHV-E470S.csv;40.77715222862931;450.5439555575907;0.24074074074074078
99;Redmi 3S.csv;-110.10339405293877;1830.3560407261484;0.18204488778054867
100;MotoG3-TE.csv;21.162896478988266;2960.699398443213;0.49599999999999994
101;Le X509.csv;84.07336558701739;2543.3710415336923;0.5976676384839651
102;HUAWEI P6-U06.csv;0.5317997501083624;472.0072495536697;0.3111111111111111
103;4024E.csv;59.95470392486652;142.89722504971635;1.0
104;SCH-R970C.csv;79.39929210493598;1187.1730965324243;0.6111111111111112
105;GT-I9060I.csv;16.852812415525676;5443.267093460472;0.5135802469135802
106;Smartfren Andromax NC36B1G.csv;73.30043060640394;3636.942461161519;0.5316455696202533
107;SM-J730K.csv;184.98552079688076;1461.9087668515372;0.3284132841328413
108;SM-J7008.csv;90.57969600845041;768.1811902410981;0.5319693094629157
109;YU5510A.csv;-52.0017813843256;4882.088599239971;0.37142857142857144
110;LGL22.csv;75.52858306041783;3251.3793556693536;0.6590909090909092
111;SM-G360V.csv;34.184530489522714;2755.2895459020788;0.5041322314049587
112;itel it1355.csv;113.48576573304439;6249.690808876241;0.7427385892116183
113;SM-N915K.csv;28.64111774599567;2516.9167514914907;1.0
114;vivo V3.csv;26.628019040233006;518.3826866602287;0.2933333333333334
115;SAMSUNG-SM-N900A.csv;-21.060215837959312;269.2176647565028;0.16666666666666666
116;SM-A300H.csv;14.863963825324078;12347.154068959053;0.6715789473684212
117;BNTV400.csv;16.004345251119734;26421.605181449548;0.9702479338842974
118;MI 4W.csv;-359.29674400816043;323.4424600154033;-0.19402985074626863
119;Philips_S326.csv;-14282.539975876687;44618.89766890768;0.09900925563811763
120;C5503.csv;59.773063318895446;3940.113441040766;0.6
121;Tablet_DL_3420.csv;-1.9203192844288282;72175.55036170111;0.9234256926952141
122;Just5.csv;117.7688803066896;1646.5523497708643;0.8676996424314661
123;itel it1505.csv;18.237594451563414;3399.639057902596;0.7499999999999999
124;SM-G313MU.csv;74.50029665040131;1636.134239163918;0.5973597359735974
125;MITO T59.csv;28.59582167086219;2599.813976541207;1.0
126;9020A.csv;29.65024470721915;2098.6634405864775;0.4488636363636364
127;Micromax Q379.csv;-11.220727603217384;2817.877760919405;0.5474452554744524
128;K9 Smart Eco.csv;21.3375209724198;11610.597296936387;0.9578313253012049
129;SM-J320G.csv;156.16685139001734;5548.702112295221;0.6052416052416052
130;MS60F_PLUS.csv;107.45066007787482;25246.4319645092;0.7735368956743002
131;LS-5014.csv;66.86199077061711;7238.664653905733;0.5766990291262136
132;QTASUN1.csv;-26.949654807621812;1197.3446874857157;0.22958057395143489
133;Micromax Q385.csv;-1.5168006831511107;21285.549034771706;0.7741116751269036
134;Moto Z2 Play.csv;135.9614009842373;3101.87699161245;0.4368932038834951
135;GT-I9060C.csv;-183.8642815119274;2040.1948696485413;0.25
136;Nomi i5010.csv;-137.8629495872818;3867.082071987966;0.4004329004329005
137;SM-J105M.csv;74.347363776343;7040.051345263927;0.6633663366336634
138;E6653.csv;44.50065408799503;2187.3927047452753;0.43712574850299407
139;SAMSUNG-SGH-I337Z.csv;50.07025982827879;2123.6640423479475;0.6702127659574467
140;QMobile i6 Metal ONE.csv;39.575809038147995;595.343040757679;0.29447852760736193
141;Redmi Note 3.csv;12.001682547604013;2769.3433397698604;0.503030303030303
142;Andromax A16C3H.csv;-15.03200075055171;710.4854194422284;0.34806629834254144
143;PSP3423DUO.csv;24.200500239141036;9276.000139890526;0.9814814814814815
144;7043A.csv;-27.40241241602091;47333.09156439204;0.7892682926829269
145;GT-I9295.csv;13.943103057268189;22372.47020757045;0.8098360655737704
146;SM-G900F.csv;36.78098454297853;2562.403964866258;0.6166666666666667
147;LG-D850.csv;36.90791951943;452.0491068374365;0.33333333333333337
148;L-EMENT 505.csv;65.57772008855785;6404.13271822199;0.5601659751037344
149;MITO T89.csv;29.36585494813131;1190.561150696029;1.0
150;Atom 2X.csv;26.670738477689387;6122.946041154152;1.0
151;SM-G360P.csv;131.02561906799605;9773.743486154735;0.6326530612244898
152;PRA-LA1.csv;40.08912823756509;1148.177177613864;0.31775700934579443
153;ONEPLUS A3003.csv;65.24768317400537;6354.546980097706;0.5257731958762887
154;LG-V410.csv;-0.5238425151264607;1594.3407444877037;0.3090909090909091
155;STUDIO_G_HD.csv;27.916380543860022;3843.2723522869524;1.0
156;E5606.csv;47.132288091890985;7196.820037107935;0.6023668639053255
157;K012.csv;-753.5196822303201;80180.09178449333;0.5681313044964951
158;SM-T560.csv;48.71662104273645;624.5137284514237;0.16666666666666666
159;X909.csv;32.411865588292855;3142.610444728747;0.6216216216216216
160;WAS-LX1A.csv;23.26326197582982;12583.509047304602;0.6262626262626262
161;SM-N910K.csv;16.791615142572425;989.943789114336;0.3111111111111111
162;404KC.csv;-23.18921903322692;766.3668928824219;0.20704845814977973
163;SAMSUNG-SM-T377A.csv;157.86562007001098;711.0686622686881;0.27499999999999997
164;SM-G930T.csv;41.67196504002696;2201.0451252722073;0.6203703703703705
165;SM-J320VPP.csv;80.34103015281812;9087.35794788969;0.45335085413929044
166;TA-1000.csv;16.22799346921123;2383.9686379254194;0.5754716981132076
167;507SH.csv;74.41098900951287;3836.546979742768;0.5609756097560975
168;XT1045.csv;12.264342626330418;12302.350180465695;0.6656249999999999
169;SM-T561M.csv;148.48894687750337;2515.653037898941;0.9790415636406452
170;GT-I8200Q.csv;-69.58761660535838;20734.651977264402;0.6958710976837865
171;SHV-E330K.csv;57.65307796455763;1975.4680194181988;0.6774193548387097
172;SM-T2397.csv;80.70781334692725;775.8025871822524;0.3478260869565217
173;LT30p.csv;-1473.1393778953736;2170.6744196499894;-0.06382978723404253
174;GT-I8200N.csv;21.92055755657681;3072.726779735821;0.7712177121771219
175;QMobile W50.csv;27.916380543860022;3843.2723522869524;1.0
176;SGH-I547C.csv;42.6036453106438;6914.051710222576;0.5849056603773586
177;SM-G906K.csv;-24.98141802747972;216.09943539934204;0.01639344262295085
178;VFD 710.csv;73.25376096569347;9214.196442252272;0.5847382431233364
179;Micromax Q326.csv;27.282235491991337;5003.833502982981;1.0
180;LG-H873.csv;16.132278637577883;1692.9191721858867;0.3739837398373984
181;ADVAN S5I.csv;-749.6650422525599;7693.865232594536;-0.133114215283484
182;SM-J701F.csv;144.5748503698773;2112.7892401241584;0.3370165745856353
183;ZTE Blade A5.csv;29.291606768500092;1216.2481971602274;0.9880774962742175
184;SM-G611F.csv;269.35527765838435;2276.310087990607;0.9454545454545455
185;SM-J500F.csv;94.52516841213466;3880.022850214198;0.5516569200779727
186;Micromax Q301.csv;-91.703909871046;625.2483247645234;0.07246376811594206
187;H540.csv;-152.4235574423689;724.5969231069053;0.13333333333333333
188;V110.csv;-139.95395771333474;1876.5964266435558;0.2930513595166163
189;GT-I9305.csv;57.56677468277739;2169.667293668171;0.6315789473684209
190;SM-G530F.csv;33.52132680621321;6920.614442407766;0.6888888888888889
191;LG-H342.csv;24.50557768980112;2410.5439498231535;0.5576923076923076
192;M370.csv;10.739724115850379;315.2319534098967;0.07317073170731707
193;Y11s.csv;89.95470392486652;172.89722504971635;1.0
194;Venue 7 HSPA+.csv;3.1808134058696425;59568.9921593078;0.8809182209469154
195;SM-T211.csv;104.18702730662842;6747.568901073905;0.7932203389830509
196;VS987.csv;-9.09814524005305;8562.398721905645;0.7630057803468208
197;A180.csv;-6.978006980795065;687.85239553193;0.41176470588235287
198;S5E_NXT.csv;-132.940269507026;803.1427124880017;0.16862745098039214
199;SKY.csv;27.07317937608363;4208.770310362129;0.9666666666666666
200;SC-04G.csv;-30.0;210.0;0.0
201;SM-G900M.csv;16.04349328106477;394.93311722608036;0.24050632911392408
202;L52 Pro.csv;-1118.0402135002666;313.41450989370713;-0.34183673469387754
203;BLU NEO 5.csv;-5.990374841263652;1464.8777665972443;0.4711538461538462
204;D5803.csv;10.05241779132028;3365.8576369510174;0.4827586206896551
205;SM-G930P.csv;2.5256563833480925;624.5872533522561;0.2052980132450331
206;STV100-3.csv;49.60885986212833;1083.6762518395499;0.3595505617977528
207;SM-G850W.csv;27.79425523049089;1576.2311496554655;0.8709677419354839
208;L30.csv;-166.16004125335093;271.76008921656063;-0.06250000000000003
209;LM-X210VPP.csv;114.34731735236325;22981.822294131918;0.7761006289308175
210;M7SQC_Plus.csv;69.87517341832184;203.81149350464116;0.3103448275862068
211;A37fw.csv;42.7068099694382;3099.8097008040486;0.5508982035928144
212;SM-J105F.csv;49.934274619215515;1123.575276303715;0.33333333333333337
213;SAMSUNG-SM-J320A.csv;121.75969618909033;14595.766838499878;0.727837380011293
214;A97 IPS.csv;26.952463875118923;3549.7712087516425;0.38111298482293426
215;MITO A91.csv;27.828506629577486;2488.301626654965;0.9354838709677421
216;VS500.csv;-2.083413227935928;20097.86170167778;0.7960088691796009
217;Z3001S.csv;-1.8274663365056085;789.3818636193992;0.3388429752066116
218;LG-F400K.csv;56.710852698134886;1978.5789531825023;0.5613207547169811
219;SHV-E275S.csv;60.76475038014806;1677.7313657410702;0.5737704918032787
220;A500.csv;7.693767668035417;19402.83916038369;0.8540925266903916
221;SM-G5520.csv;76.88463583786864;1475.0269845414487;0.2733333333333333
222;Z839.csv;-84.04860053444784;678.1578068795303;0.09278350515463918
223;True Smart 3.csv;40.751766065258856;2636.217477752985;0.7999999999999999
224;GT-I9505.csv;6.162928379210236;18915.210957013933;0.7651663405088063
225;P027.csv;-189.79525688158026;1569.0002797770426;0.1865168539325843
226;BLN-L21.csv;128.55920103883466;3805.8644917334277;0.6223776223776223
227;TMOVI_YEAH_BEAT.csv;9.33584067476666;39.39922494204649;-0.10000000000000003
228;5056X.csv;-94.94222380595892;1332.8065931394199;0.2650918635170603
229;Haier G32.csv;32.04732926456582;1104.5301469022024;0.29427083333333326
230;6050Y.csv;320.0;480.0;0.0
231;A75G.csv;28.64111774599567;2516.9167514914907;1.0
232;LS-5504.csv;38.38066531397817;3003.57579552736;1.0
233;RCT6973W43R.csv;41.33743892929357;334.51452352209253;0.38461538461538464
234;SM-J327R7.csv;125.1313465756469;1173.1893351009135;0.48333333333333334
235;SM-G900D.csv;31.29297760894898;508.59697847504174;0.34065934065934067
236;CHC-U03.csv;27.729084822034338;362.03170777432285;0.07507507507507506
237;LGMS330.csv;-6.35085826989139;1338.2328629544033;0.3587786259541985
238;LGLS675.csv;-58.43194455736297;80502.84081265613;0.9016141429669485
239;SLA-L22.csv;83.78767788938293;5606.309586748141;0.6062992125984252
240;SM-G930T1.csv;61.001644993758816;934.1640326350574;0.4297520661157025
241;D6633.csv;7.564184272755156;13438.786214972397;0.6296296296296295
242;Alcatel 6055U.csv;17.160548220284248;371.0178535861937;0.23728813559322035
243;503KC.csv;-1.4949667049478919;1373.8645624431133;0.42295081967213105
244;SM-G900P.csv;35.484682881503026;325.8937139441123;0.15789473684210528
245;HP 7.csv;87.2014966564959;67450.1339713821;0.8754863813229573
246;S60.csv;-154.22066809307893;28533.38542983394;0.5291588282719698
247;Archos 40 Helium.csv;-9.470390261677416;575.3344484182344;0.3446327683615819
248;Moto E (4) Plus.csv;106.55443188982306;5822.362275163364;0.467479674796748
249;GT-I8552B.csv;7.899485487326885;2036.3920650606196;0.37451737451737455
250;SM-N910H.csv;9.579790385402148;656.68994405371;0.2266666666666667
251;SM-J327P.csv;43.96287757743475;1141.9143453503204;0.2804878048780488
252;C6740N.csv;31.784193374397844;1931.1564338640367;0.6269113149847094
253;Z851.csv;-39.53435247757645;2459.03859270789;0.44554455445544555
254;O+ Ultra Lite.csv;25.909274714438403;9876.135943586265;0.7506925207756231
255;LGL44VL.csv;9.818657895478623;3981.2480901240806;0.43111111111111106
256;SM-J320F.csv;136.4139116574976;14721.171593675754;0.6992481203007519
257;HM-N700-FL.csv;77.44341310011069;3362.503529267958;0.4716494845360824
258;SM-T377W.csv;124.06259655426427;10420.426389718295;0.6891191709844559
259;Micromax Q4101.csv;13.147463637256152;1119.3475029878086;0.3043478260869565
260;5046G.csv;-15.920283937839656;1547.6937452986058;0.27715355805243447
261;LG-F700K.csv;-14.651265797011902;822.7887155168977;0.3333333333333333
262;SM-G355H.csv;41.4506885367974;4044.3744473020543;0.7037037037037036
263;SM-J5007.csv;-51.21538415203884;435.0124476931252;0.016666666666666646
264;EDI-AL10.csv;-40.91634377085211;2380.796627768107;0.3793103448275862
265;GT-S7272.csv;2.7510386530309887;859.535617510846;0.32967032967032966
266;Lenovo A788T.csv;-2722.5659631187277;83.20288724080933;-0.951219512195122
267;Stylo K7.csv;-27.005476083523817;15544.205071502365;0.7430406852248393
268;ASUS_X00AD.csv;12.146873887286397;1771.3680760994475;0.505050505050505
269;Moto G (4).csv;-2.5896303950949857;3992.631808449097;0.49794238683127573
270;Intex Aqua Strong 5.csv;-81.98950602182124;1458.0970979902936;0.31645569620253167
271;LG-K428.csv;-37.37235384553743;494.8717693649768;0.14970059880239528
272;SM-G386T1.csv;16.771415011826704;3909.7322265685616;0.5826086956521739
273;D2303.csv;-59.525224831514606;16391.511176131462;0.5427910562837318
274;SM-T337T.csv;63.26481670141047;893.0238184471341;0.24861878453038672
275;A50TI.csv;62.23383962317227;26077.88691841855;0.7129262490087233
276;SM-N915G.csv;49.64907209876476;7236.427192289109;0.5570469798657718
277;HUAWEI RIO-TL00.csv;2.8224115769384497;725.7406860445016;0.33333333333333337
278;A1.csv;28.025536709166804;220.7082762109485;0.6989247311827956
279;Z988.csv;6.805980260314087;3601.1519010828442;0.5529411764705882
280;GT-I9070.csv;-78.72449869611879;492.0240535815915;0.1428571428571428
281;itel it1508.csv;85.6933399332972;5211.702996576585;0.5734265734265733
282;LG-D852.csv;-646.9925113104465;28026.160841895624;0.46837944664031606
283;Tmovi YeahLIVE.csv;7.839507136006386;961.4799556842739;0.4666666666666666
284;Rover.csv;26.96434167811208;7993.04664051688;0.7533557046979866
285;GT-N7105T.csv;10.341408372404217;4053.2074575548118;0.5228915662650603
286;ASUS_Z012DE.csv;-454.22508669506874;16839.075115283427;0.3405299313052012
287;ASUS_X00DDB.csv;32.83088409477618;1214.683149281901;0.4076923076923077
288;SM-A500FU.csv;59.24024035838998;2775.1970330835784;0.6421845574387947
289;SM-G800H.csv;5.671689559441852;3123.640441829292;0.6393442622950819
290;SM-G906S.csv;31.506605011814308;468.12061236351076;0.3333333333333333
291;Coolpad A118.csv;-88.44990527920302;292.49913200043665;0.010309278350515405
292;SM-G850K.csv;4.894607286158141;5320.42937128872;0.6
293;LG-SP320.csv;-436.0319738922867;1117.4438725431169;-0.0015649452269170935
294;FRD-L09.csv;12.329432591053816;2715.368088999082;0.5255623721881391
295;Aqua_Sense_5_1.csv;24.754607306805596;8102.700138264407;0.9767441860465116
296;Celkon_Q405.csv;30.0;30.0;-0.1111111111111111
297;LG-D838.csv;31.49232722919603;3894.2822272693093;0.5569620253164557
298;KFKAWI.csv;37.43767504106535;638.5849622859749;-0.008264462809917331
299;BBA100-2.csv;-16.338139994041406;1196.0537366655326;0.4418604651162791
300;SM-J120G.csv;-18.83351839789472;5899.974168948905;0.4873239436619719
301;MITO_A82.csv;18.98332076718839;3444.704408134762;0.7606837606837606
302;SM-T520.csv;-26.05258030462759;832.860221042972;0.3333333333333333
303;BLU STUDIO C 5+5 LTE.csv;-17.66011629115208;331.1664160615388;0.15384615384615388
304;Y11.csv;26.540455632590035;2713.6659456202874;0.8846153846153847
305;Lenovo K33a42.csv;19.61835390024089;16482.767098964778;0.5833333333333333
306;Le X527.csv;34.659873926349405;1093.1314761495128;0.35162094763092266
307;LG-H918.csv;27.042912525695243;10731.189840382056;0.7273823884197829
308;SPH-L710T.csv;26.346754039731678;453.82739898142205;0.22950819672131145
309;E6883.csv;71.97221643623513;10956.276899118242;0.7567567567567568
310;Cosmos V13.csv;29.77351962433261;444.48612524858174;1.0
311;LM-X415L.csv;54.27781340026488;13020.609330780137;0.7698744769874476
312;Z981.csv;-3.1996115550053474;1698.8240009765366;0.4876033057851239
313;DX765 Pro.csv;21.226765870689633;11891.956647610505;0.959349593495935
314;VS425PP.csv;47.52211047541585;448.8996394804747;0.2808988764044944
315;Lenovo Z90a40.csv;7.887652890685381;295.11145073576495;0.16083916083916083
316;Aqua_Lions_3G.csv;24.190901134304696;6977.127701351916;0.9428571428571427
317;LG-P870.csv;-1.1975050988420648;1738.9078772175737;0.4311926605504587
318;Moto G.csv;44.042706992473896;4915.812730458256;0.48288973384030426
319;SM-G930V.csv;6.366395602664781;884.1668569655939;0.3406593406593406
320;SM-P601.csv;19.7117655189831;106630.34424108319;0.8916408668730649
321;Micromax Q465.csv;-70.24510048929821;8401.658066081662;0.48751007252215955
322;SM-G928C.csv;9.914685262157008;562.3992838669806;0.14285714285714282
323;Micromax Q381.csv;1.3584765545516433;2058.2193224036687;0.5588235294117647
324;ASUS_Z00ED.csv;5.248155032731368;681.5924257436886;0.4328358208955224
325;GT-I9190.csv;-22.820091358691514;3827.632530937304;0.4635761589403973
326;LG-K220.csv;79.12525121488801;10537.118285887524;0.5737704918032788
327;Andromax AD683J.csv;32.71298355391769;9840.908244274038;0.9413489736070383
328;LibitiumTablet9DualCore.csv;-6.150509680374512;297.4971850764531;0.3846153846153847
329;F-01H.csv;112.23142597424982;1113.4940684994194;0.5483870967741935
330;SM-J710GN.csv;149.00542652515813;3920.403993423452;0.40625000000000006
331;LG-H420.csv;36.54467108678024;5265.211052826713;0.6666666666666666
332;SM-G550FY.csv;48.99389536942874;4832.38885750344;0.49999999999999994
333;IM-A860L.csv;57.90505652507665;3893.996658549381;1.0
334;i5E.csv;121.73028808083916;2170.874968633732;0.5
335;XT1254.csv;38.40147047247413;34267.3606853032;0.7886435331230285
336;SM-J100MU.csv;55.73561474629197;21423.80283495592;0.7676923076923077
337;QMobile i5.csv;16.170621620787635;6883.292432154007;0.8241758241758242
338;LS-5016.csv;3.2678157253886013;2910.3155338258916;0.5189189189189188
339;LM-X210.csv;-20.696474820074144;825.6164186072822;0.253822629969419
340;MS40S.csv;45.20908460566041;900.1947039608393;0.36363636363636365
341;LG-K530.csv;-58.63606577413603;22650.63657177214;0.6187648456057007
342;P7318.csv;30.0;30.0;1.0
343;Z00D.csv;29.830659723272376;1162.5219165004196;0.33333333333333337
344;STV100-4.csv;-1025.2662153004621;1214.4528580249864;-0.13973799126637554
345;SM-G611MT.csv;279.96889445271233;3354.0088202909483;0.6574585635359116
346;SM-G925P.csv;4.947419695372417;863.8602210429721;0.33333333333333337
347;VFD 511.csv;-39.21430792633295;1040.985650909235;0.27433628318584075
348;Chromebook 14 (CB3-431).csv;117.04772876196262;4335.107443495716;0.9666666666666668
349;POLYTRON R2407.csv;28.417768167067866;2124.7190570650064;0.9565217391304347
350;SM-J320W8.csv;77.43413093984026;31979.07408067106;0.7607178464606181
351;Z970.csv;29.545359383455036;2003.88720749951;0.368421052631579
352;Princess.csv;-5.176191496794161;408.9079346296376;0.3442622950819672
353;TP601A.csv;23.91937625262736;204.99518107204375;0.13750000000000007
354;VK810 4G.csv;81.42354611041574;28280.91866391375;0.8826937002172339
355;9024O.csv;12.00696723911156;36798.57938525565;0.7026899480887211
356;LT29i.csv;73.43065510550007;5383.535754694835;0.6195286195286195
357;SM-G318HZ.csv;-5.36721612860012;9578.722328667818;0.6101265822784809
358;S7.csv;17.78307550039984;3183.3217828201055;0.7358490566037735
359;LG-H634.csv;11.832468558482653;2429.391473923499;0.5238095238095238
360;ePad-7.csv;29.54703924866522;858.9722504971635;1.0
361;SAMSUNG-SM-G890A.csv;-5.690668579799777;1808.9600670532548;0.4266211604095563
362;MHA-L29.csv;35.207848539851256;19508.618776554675;0.6172360248447204
363;LG-K557.csv;-30.051662067996176;2646.042489673551;0.28641251221896386
364;SM-J727P.csv;112.61326024098113;1746.6749524857269;0.4028436018957346
365;Lenovo K33a48.csv;-8.965908896478766;4040.8586734801934;0.4083044982698962
366;General Mobile 4G Dual.csv;69.56942325312434;7196.349165668142;0.9130434782608695
367;vexia 7i 3g P.csv;0.262946880989098;1946.2925075210496;0.5555555555555555
368;LGMS550.csv;-0.6433880161053906;837.4199989870657;0.3023255813953488
369;SM-S902L.csv;27.263547181865192;1163.9638588699208;0.8
370;SM-N900V.csv;6.368787190527762;372.3584202771865;0.19999999999999996
371;LG-F500L.csv;22.568137961579723;506.416906073097;0.3725490196078432
372;Z832.csv;93.17901341980709;788.3832648982897;0.3259668508287292
373;Redmi Note 5A.csv;151.50255850802972;8436.343240851375;0.6706443914081145
